TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,23,9,37,33XX E BROADWAY AVE,Hastings-Sunrise,497573.0,5456570.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,11,24,14,0,34XX BLOCK E HASTINGS ST,Hastings-Sunrise,497792.0,5458710.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,4,14,12,41,3XX BLOCK BOUNDARY RD,Hastings-Sunrise,498283.0,5458810.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,11,5,16,42,3XX BLOCK RENFREW ST,Hastings-Sunrise,496800.0,5458787.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,3,21,56,5XX BLOCK LILLOOET ST,Hastings-Sunrise,497175.0,5458589.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,18,8,1,BOUNDARY RD / ADANAC ST,Hastings-Sunrise,498280.0,5458297.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,1,9,17,30,BOUNDARY RD / E PENDER ST,Hastings-Sunrise,498298.0,5458608.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,11,12,12,18,BRIDGEWAY / E HASTINGS ST OFRP,Hastings-Sunrise,497659.0,5459005.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,2,9,46,CASSIAR CONN / BRIDGEWAY,Hastings-Sunrise,497659.0,5459005.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,7,9,20,0,COMMISSIONER ST / MCGILL ST,Hastings-Sunrise,497042.0,5459553.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,5,11,15,33,COMMISSIONER ST / MCGILL ST,Hastings-Sunrise,497044.0,5459561.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,30,15,29,E 1ST AVE / CASSIAR ST,Hastings-Sunrise,497745.0,5457401.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,2,17,5,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497556.0,5457400.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,1,11,5,E 8TH AVE / RUPERT ST,Hastings-Sunrise,497550.0,5456682.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,3,20,20,E HASTINGS ST / CASSIAR CONN,Hastings-Sunrise,497695.0,5458716.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,11,2,7,2,E HASTINGS ST / CASSIAR CONN,Hastings-Sunrise,497695.0,5458716.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,4,12,23,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797.0,5458712.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,2,26,15,55,E HASTINGS ST / SKEENA ST,Hastings-Sunrise,497939.0,5458709.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,12,17,44,E HASTINGS ST / SKEENA ST,Hastings-Sunrise,497939.0,5458709.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,17,6,30,E HASTINGS ST / WINDERMERE ST,Hastings-Sunrise,497368.0,5458712.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,7,17,14,4,KAMLOOPS ST / E HASTINGS ST,Hastings-Sunrise,496030.0,5458713.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,4,9,18,48,KASLO ST / E HASTINGS ST,Hastings-Sunrise,496606.0,5458712.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,11,14,51,KOOTENAY AND HASTINGS LOOP / KOOTENAY ST,Hastings-Sunrise,498129.0,5458746.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,12,13,15,LILLOOET ST / CHARLES ST,Hastings-Sunrise,497169.0,5457833.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,1,19,20,29,LOUGHEED HWY / BOUNDARY RD,Hastings-Sunrise,498291.0,5456987.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,7,3,17,5,MCGILL ST / N PENTICTON ST,Hastings-Sunrise,496222.0,5459553.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,22,16,26,NOOTKA ST / E 1ST AVE,Hastings-Sunrise,496983.0,5457402.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,19,10,41,PENTICTON ST / E HASTINGS ST,Hastings-Sunrise,496219.0,5458713.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,11,1,21,2,PENTICTON ST / E HASTINGS ST,Hastings-Sunrise,496219.0,5458713.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,5,7,13,44,RENFREW ST / PARKER ST,Hastings-Sunrise,496790.0,5458069.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,14,11,25,RUPERT ST OFRP / TRANS CANADA HWY,Hastings-Sunrise,497890.0,5457674.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,4,28,19,57,TRANS CANADA HWY / RUPERT ST OFRP,Hastings-Sunrise,497890.0,5457674.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,3,17,13,X E 1ST AVE ONRP,Hastings-Sunrise,497945.0,5457620.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,19,17,22,X MCGILL ST OFRP,Hastings-Sunrise,497761.0,5459452.0
Break and Enter Commercial,2021,5,26,9,40,13XX BOUNDARY RD,Hastings-Sunrise,498274.4741,5457794.4547
Break and Enter Commercial,2021,4,22,21,21,14XX LILLOOET ST,Hastings-Sunrise,497173.0903,5457693.8113
Break and Enter Commercial,2021,3,13,8,0,17XX BOUNDARY RD,Hastings-Sunrise,498273.1033,5457366.2124
Break and Enter Commercial,2021,1,4,0,0,1X N RENFREW ST,Hastings-Sunrise,496794.6118,5459134.5244
Break and Enter Commercial,2021,1,29,0,0,1XX N RENFREW ST,Hastings-Sunrise,496800.8425,5459219.3308
Break and Enter Commercial,2021,5,26,10,22,24XX E 1ST AVE,Hastings-Sunrise,495913.2437,5457428.9386
Break and Enter Commercial,2021,4,24,8,30,24XX E HASTINGS ST,Hastings-Sunrise,495894.692,5458718.8288
Break and Enter Commercial,2021,11,27,14,0,24XX E HASTINGS ST,Hastings-Sunrise,495965.7412,5458709.5108
Break and Enter Commercial,2021,5,28,21,0,24XX E PENDER ST,Hastings-Sunrise,495899.8964,5458614.9746
Break and Enter Commercial,2021,6,7,9,7,24XX E PENDER ST,Hastings-Sunrise,495899.8964,5458614.9746
Break and Enter Commercial,2021,6,16,0,0,24XX E PENDER ST,Hastings-Sunrise,495899.8964,5458614.9746
Break and Enter Commercial,2021,2,9,17,0,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Break and Enter Commercial,2021,2,21,4,8,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Break and Enter Commercial,2021,1,29,6,0,25XX E HASTINGS ST,Hastings-Sunrise,496159.6154,5458708.9887
Break and Enter Commercial,2021,11,14,9,25,26XX E HASTINGS ST,Hastings-Sunrise,496376.579,5458717.5311
Break and Enter Commercial,2021,1,24,0,49,26XX GRANT ST,Hastings-Sunrise,496381.5095,5457618.9752
Break and Enter Commercial,2021,6,11,22,50,27XX E HASTINGS ST,Hastings-Sunrise,496446.5555,5458717.3168
Break and Enter Commercial,2021,9,26,0,0,27XX E HASTINGS ST,Hastings-Sunrise,496510.8917,5458707.9555
Break and Enter Commercial,2021,6,1,2,43,28XX E BROADWAY AVE,Hastings-Sunrise,496750.4551,5456582.2825
Break and Enter Commercial,2021,6,12,2,49,28XX E HASTINGS ST,Hastings-Sunrise,496665.1053,5458707.6353
Break and Enter Commercial,2021,11,8,4,35,28XX E HASTINGS ST,Hastings-Sunrise,496665.1053,5458707.6353
Break and Enter Commercial,2021,11,26,0,42,28XX E HASTINGS ST,Hastings-Sunrise,496665.1053,5458707.6353
Break and Enter Commercial,2021,1,1,10,58,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.8049
Break and Enter Commercial,2021,9,22,16,40,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.8049
Break and Enter Commercial,2021,5,21,10,39,29XX VENABLES ST,Hastings-Sunrise,496845.5909,5458181.9181
Break and Enter Commercial,2021,12,10,3,0,29XX VENABLES ST,Hastings-Sunrise,496845.5909,5458181.9181
Break and Enter Commercial,2021,4,16,17,0,30XX E 3RD AVE,Hastings-Sunrise,496996.8522,5457198.3679
Break and Enter Commercial,2021,6,11,18,34,34XX BRIDGEWAY,Hastings-Sunrise,497846.3517,5459677.2091
Break and Enter Commercial,2021,7,11,1,34,34XX BRIDGEWAY,Hastings-Sunrise,497846.3517,5459677.2091
Break and Enter Commercial,2021,6,26,21,0,34XX BRIDGEWAY,Hastings-Sunrise,497860.9644,5459692.0918
Break and Enter Commercial,2021,7,1,4,46,34XX BRIDGEWAY,Hastings-Sunrise,497860.9644,5459692.0918
Break and Enter Commercial,2021,5,27,2,47,34XX E HASTINGS ST,Hastings-Sunrise,497801.2304,5458710.1344
Break and Enter Commercial,2021,1,16,16,50,35XX E HASTINGS ST,Hastings-Sunrise,498054.6275,5458704.5844
Break and Enter Commercial,2021,7,6,9,41,35XX E HASTINGS ST,Hastings-Sunrise,498054.6275,5458704.5844
Break and Enter Commercial,2021,8,9,0,0,35XX E HASTINGS ST,Hastings-Sunrise,498054.6275,5458704.5844
Break and Enter Commercial,2021,8,12,3,0,35XX E HASTINGS ST,Hastings-Sunrise,498063.9011,5458704.589
Break and Enter Commercial,2021,1,12,4,20,36XX E HASTINGS ST,Hastings-Sunrise,498134.2875,5458713.8262
Break and Enter Commercial,2021,4,9,0,0,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.7981
Break and Enter Commercial,2021,4,14,16,0,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.7981
Break and Enter Commercial,2021,11,22,0,30,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.4524
Break and Enter Commercial,2021,11,17,0,0,8XX CASSIAR ST,Hastings-Sunrise,497769.7536,5458233.7137
Break and Enter Residential/Other,2021,11,14,6,18,10XX WINDERMERE ST,Hastings-Sunrise,497352.594,5458068.7908
Break and Enter Residential/Other,2021,12,6,5,30,11XX KELOWNA ST,Hastings-Sunrise,496896.1442,5457975.8877
Break and Enter Residential/Other,2021,12,10,15,9,11XX NANAIMO ST,Hastings-Sunrise,495889.2829,5458005.5757
Break and Enter Residential/Other,2021,2,5,3,20,14XX RENFREW ST,Hastings-Sunrise,496780.2558,5457660.0488
Break and Enter Residential/Other,2021,4,7,14,0,1XX N KAMLOOPS ST,Hastings-Sunrise,496035.7572,5459286.5271
Break and Enter Residential/Other,2021,3,17,2,0,1XX N KOOTENAY ST,Hastings-Sunrise,498126.1088,5459246.7928
Break and Enter Residential/Other,2021,2,1,23,0,1XX N KOOTENAY ST,Hastings-Sunrise,498135.287,5459260.0246
Break and Enter Residential/Other,2021,11,6,2,18,23XX HERMON DR,Hastings-Sunrise,497815.0535,5456726.1163
Break and Enter Residential/Other,2021,5,31,23,0,24XX DUNDAS ST,Hastings-Sunrise,495945.5299,5459110.738
Break and Enter Residential/Other,2021,12,30,2,33,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Break and Enter Residential/Other,2021,6,2,8,9,24XX PANDORA ST,Hastings-Sunrise,495985.2793,5458921.8406
Break and Enter Residential/Other,2021,5,30,23,0,25XX ADANAC ST,Hastings-Sunrise,496120.571,5458307.6228
Break and Enter Residential/Other,2021,2,12,18,0,25XX CHARLES ST,Hastings-Sunrise,496102.0142,5457832.0056
Break and Enter Residential/Other,2021,7,23,2,40,25XX DUNDAS ST,Hastings-Sunrise,496178.2277,5459119.9326
Break and Enter Residential/Other,2021,7,11,18,21,25XX E 8TH AVE,Hastings-Sunrise,496115.6044,5456685.2819
Break and Enter Residential/Other,2021,12,3,12,42,25XX E 8TH AVE,Hastings-Sunrise,496158.9289,5456685.0637
Break and Enter Residential/Other,2021,5,4,22,30,25XX E PENDER ST,Hastings-Sunrise,496202.5686,5458605.0465
Break and Enter Residential/Other,2021,7,14,2,43,25XX GRANT ST,Hastings-Sunrise,496148.5854,5457628.6328
Break and Enter Residential/Other,2021,10,6,7,50,25XX OXFORD ST,Hastings-Sunrise,496073.0879,5459212.19
Break and Enter Residential/Other,2021,6,1,23,0,25XX PANDORA ST,Hastings-Sunrise,496072.8066,5458912.4281
Break and Enter Residential/Other,2021,4,28,0,0,25XX TURNER ST,Hastings-Sunrise,496114.6423,5458488.9246
Break and Enter Residential/Other,2021,5,1,18,0,25XX VENABLES ST,Hastings-Sunrise,496050.9476,5458214.3471
Break and Enter Residential/Other,2021,9,10,0,0,25XX WALL ST,Hastings-Sunrise,496092.716,5459844.2369
Break and Enter Residential/Other,2021,7,26,22,30,25XX WILLIAM ST,Hastings-Sunrise,496125.5754,5457928.203
Break and Enter Residential/Other,2021,2,2,22,0,25XX WILLIAM ST,Hastings-Sunrise,496177.1993,5457928.1905
Break and Enter Residential/Other,2021,6,14,3,0,26XX CAMBRIDGE ST,Hastings-Sunrise,496238.4555,5459337.4314
Break and Enter Residential/Other,2021,11,18,16,30,26XX DUNDAS ST,Hastings-Sunrise,496229.8807,5459120.0627
Break and Enter Residential/Other,2021,6,22,4,40,26XX DUNDAS ST,Hastings-Sunrise,496244.6306,5459110.8603
Break and Enter Residential/Other,2021,6,8,7,56,26XX DUNDAS ST,Hastings-Sunrise,496378.6852,5459119.4741
Break and Enter Residential/Other,2021,6,6,10,58,27XX ADANAC ST,Hastings-Sunrise,496466.26,5458298.2212
Break and Enter Residential/Other,2021,10,3,19,40,27XX E HASTINGS ST,Hastings-Sunrise,496478.7082,5458708.0642
Break and Enter Residential/Other,2021,5,16,0,0,27XX E PENDER ST,Hastings-Sunrise,496566.0387,5458612.4915
Break and Enter Residential/Other,2021,1,9,6,16,27XX ETON ST,Hastings-Sunrise,496507.5712,5459446.1761
Break and Enter Residential/Other,2021,6,30,5,30,27XX PANDORA ST,Hastings-Sunrise,496507.0041,5458910.312
Break and Enter Residential/Other,2021,7,22,7,0,27XX PARKER ST,Hastings-Sunrise,496562.6276,5458119.587
Break and Enter Residential/Other,2021,4,28,18,0,27XX PARKER ST,Hastings-Sunrise,496569.6644,5458119.4805
Break and Enter Residential/Other,2021,5,5,13,21,27XX TURNER ST,Hastings-Sunrise,496504.6913,5458479.3603
Break and Enter Residential/Other,2021,4,10,1,30,28XX CHARLES ST,Hastings-Sunrise,496738.6098,5457838.9096
Break and Enter Residential/Other,2021,12,21,21,0,28XX E 1ST AVE,Hastings-Sunrise,496761.6929,5457429.5117
Break and Enter Residential/Other,2021,6,28,3,45,28XX E 5TH AVE,Hastings-Sunrise,496612.9666,5456989.5222
Break and Enter Residential/Other,2021,4,4,1,0,28XX E 8TH AVE,Hastings-Sunrise,496589.3154,5456692.1128
Break and Enter Residential/Other,2021,11,10,20,50,28XX E 8TH AVE,Hastings-Sunrise,496589.3154,5456692.1128
Break and Enter Residential/Other,2021,2,2,0,47,28XX E GEORGIA ST,Hastings-Sunrise,496643.5275,5458387.8995
Break and Enter Residential/Other,2021,2,12,14,0,28XX E GEORGIA ST,Hastings-Sunrise,496739.4899,5458387.7743
Break and Enter Residential/Other,2021,11,1,22,23,28XX ETON ST,Hastings-Sunrise,496743.8158,5459444.623
Break and Enter Residential/Other,2021,5,10,3,0,28XX KITCHENER ST,Hastings-Sunrise,496658.4296,5457722.4619
Break and Enter Residential/Other,2021,5,27,20,45,28XX KITCHENER ST,Hastings-Sunrise,496696.4142,5457722.236
Break and Enter Residential/Other,2021,5,28,0,30,28XX KITCHENER ST,Hastings-Sunrise,496696.4142,5457722.236
Break and Enter Residential/Other,2021,10,17,17,15,28XX MCGILL ST,Hastings-Sunrise,496739.2932,5459542.0863
Break and Enter Residential/Other,2021,4,18,6,30,28XX VENABLES ST,Hastings-Sunrise,496710.9492,5458212.3647
Break and Enter Residential/Other,2021,2,19,0,45,29XX E 4TH AVE,Hastings-Sunrise,496963.6645,5457095.7469
Break and Enter Residential/Other,2021,4,19,22,0,29XX E BROADWAY AVE,Hastings-Sunrise,496935.8391,5456579.2916
Break and Enter Residential/Other,2021,7,25,5,10,29XX E GEORGIA ST,Hastings-Sunrise,496805.3549,5458387.6095
Break and Enter Residential/Other,2021,1,9,20,0,29XX GRANT ST,Hastings-Sunrise,496801.9599,5457618.5045
Break and Enter Residential/Other,2021,2,15,6,38,29XX GRANT ST,Hastings-Sunrise,496831.2071,5457618.3538
Break and Enter Residential/Other,2021,4,25,9,1,29XX KITCHENER ST,Hastings-Sunrise,496826.302,5457721.4751
Break and Enter Residential/Other,2021,7,5,18,15,29XX KITCHENER ST,Hastings-Sunrise,496954.0384,5457720.7531
Break and Enter Residential/Other,2021,5,11,14,30,29XX MCGILL ST,Hastings-Sunrise,496957.5116,5459566.1363
Break and Enter Residential/Other,2021,4,7,10,43,29XX TURNER ST,Hastings-Sunrise,496806.3175,5458479.177
Break and Enter Residential/Other,2021,1,16,5,24,2X CASSIAR ST,Hastings-Sunrise,497758.9741,5459092.3527
Break and Enter Residential/Other,2021,8,7,2,50,2X N CASSIAR ST,Hastings-Sunrise,497759.4355,5459144.0637
Break and Enter Residential/Other,2021,2,22,8,12,2XX SKEENA ST,Hastings-Sunrise,497944.9382,5458861.0694
Break and Enter Residential/Other,2021,7,19,4,30,30XX ADANAC ST,Hastings-Sunrise,497114.9206,5458305.6751
Break and Enter Residential/Other,2021,4,16,19,0,30XX E 7TH AVE,Hastings-Sunrise,497139.5857,5456782.7408
Break and Enter Residential/Other,2021,12,12,8,14,30XX GRANT ST,Hastings-Sunrise,497082.8542,5457617.3113
Break and Enter Residential/Other,2021,3,19,6,10,31XX CHARLES ST,Hastings-Sunrise,497300.0923,5457837.2
Break and Enter Residential/Other,2021,7,23,0,0,31XX E GEORGIA ST,Hastings-Sunrise,497352.6803,5458386.9623
Break and Enter Residential/Other,2021,3,12,7,47,32XX CHARLES ST,Hastings-Sunrise,497363.4736,5457836.9564
Break and Enter Residential/Other,2021,2,3,3,0,32XX E 1ST AVE,Hastings-Sunrise,497421.3292,5457424.8066
Break and Enter Residential/Other,2021,7,18,3,0,32XX E 7TH AVE,Hastings-Sunrise,497480.0516,5456789.5391
Break and Enter Residential/Other,2021,9,29,23,20,32XX KITCHENER ST,Hastings-Sunrise,497433.6172,5457720.5566
Break and Enter Residential/Other,2021,5,20,14,6,32XX VENABLES ST,Hastings-Sunrise,497535.1626,5458202.9436
Break and Enter Residential/Other,2021,5,8,4,0,33XX NAPIER ST,Hastings-Sunrise,497580.3173,5458019.1428
Break and Enter Residential/Other,2021,4,27,0,0,33XX PARKER ST,Hastings-Sunrise,497573.8275,5458120.7002
Break and Enter Residential/Other,2021,3,5,21,0,33XX TURNER ST,Hastings-Sunrise,497562.5184,5458483.6413
Break and Enter Residential/Other,2021,5,20,14,0,33XX WILLIAM ST,Hastings-Sunrise,497719.125,5457925.5477
Break and Enter Residential/Other,2021,2,19,12,0,34XX E 2ND AVE,Hastings-Sunrise,497789.7855,5457294.8836
Break and Enter Residential/Other,2021,7,12,2,11,34XX E 4TH AVE,Hastings-Sunrise,497792.334,5457101.2827
Break and Enter Residential/Other,2021,3,26,3,30,34XX E GEORGIA ST,Hastings-Sunrise,497844.5499,5458384.8905
Break and Enter Residential/Other,2021,10,29,0,0,34XX E HASTINGS ST,Hastings-Sunrise,497881.503,5458714.0205
Break and Enter Residential/Other,2021,1,13,12,0,34XX E PENDER ST,Hastings-Sunrise,497798.0412,5458611.6462
Break and Enter Residential/Other,2021,3,30,0,1,35XX CAMBRIDGE ST,Hastings-Sunrise,498067.5697,5459332.0013
Break and Enter Residential/Other,2021,2,9,19,53,35XX E PENDER ST,Hastings-Sunrise,498100.9634,5458610.7995
Break and Enter Residential/Other,2021,8,23,23,11,35XX PANDORA ST,Hastings-Sunrise,498114.2806,5458915.0461
Break and Enter Residential/Other,2021,11,12,0,0,36XX DUNDAS ST,Hastings-Sunrise,498164.0788,5459116.3154
Break and Enter Residential/Other,2021,3,4,20,0,36XX E GEORGIA ST,Hastings-Sunrise,498153.864,5458394.3798
Break and Enter Residential/Other,2021,8,5,19,14,36XX FRANKLIN ST,Hastings-Sunrise,498208.4085,5458806.5276
Break and Enter Residential/Other,2021,3,19,5,0,4XX RENFREW ST,Hastings-Sunrise,496790.3649,5458633.0095
Break and Enter Residential/Other,2021,3,17,9,12,5XX KASLO ST,Hastings-Sunrise,496609.3143,5458567.3256
Break and Enter Residential/Other,2021,8,22,5,15,5XX PENTICTON ST,Hastings-Sunrise,496214.4323,5458578.0935
Break and Enter Residential/Other,2021,1,26,0,21,7X N KASLO ST,Hastings-Sunrise,496608.2748,5459191.147
Break and Enter Residential/Other,2021,8,2,0,0,7XX CASSIAR ST,Hastings-Sunrise,497758.8137,5458351.2871
Break and Enter Residential/Other,2021,5,6,13,49,7XX RENFREW ST,Hastings-Sunrise,496796.687,5458328.3134
Break and Enter Residential/Other,2021,6,8,18,0,X NANAIMO ST,Hastings-Sunrise,495893.7737,5459112.2759
Mischief,2021,9,11,23,0,10XX HAZELTON ST,Hastings-Sunrise,497260.3054,5458028.0359
Mischief,2021,9,18,5,42,10XX HAZELTON ST,Hastings-Sunrise,497269.086,5457999.4198
Mischief,2021,7,22,12,0,11XX ROSSLAND ST,Hastings-Sunrise,496681.7288,5457945.7848
Mischief,2021,3,25,6,54,11XX WINDERMERE ST,Hastings-Sunrise,497350.917,5457975.1878
Mischief,2021,7,31,21,0,11XX WINDERMERE ST,Hastings-Sunrise,497350.917,5457975.1878
Mischief,2021,5,26,9,40,13XX BOUNDARY RD,Hastings-Sunrise,498274.4741,5457794.4547
Mischief,2021,2,5,19,0,13XX RENFREW ST,Hastings-Sunrise,496783.0099,5457816.6586
Mischief,2021,3,14,23,0,14XX KAMLOOPS ST,Hastings-Sunrise,496017.7015,5457635.3978
Mischief,2021,6,1,2,30,16XX RUPERT ST,Hastings-Sunrise,497537.9474,5457441.4305
Mischief,2021,11,14,22,5,16XX WINDERMERE ST,Hastings-Sunrise,497354.5303,5457509.7724
Mischief,2021,9,30,14,30,17XX KASLO ST,Hastings-Sunrise,496589.4095,5457403.0341
Mischief,2021,2,27,3,0,17XX NANAIMO ST,Hastings-Sunrise,495886.2159,5457385.2091
Mischief,2021,9,16,10,52,17XX RENFREW ST,Hastings-Sunrise,496786.9006,5457336.7335
Mischief,2021,5,17,9,0,19XX BOUNDARY RD,Hastings-Sunrise,498272.3684,5457106.6566
Mischief,2021,4,6,17,0,19XX RENFREW ST,Hastings-Sunrise,496784.3648,5457199.5525
Mischief,2021,5,5,13,44,1X KASLO ST,Hastings-Sunrise,496599.2103,5459103.7351
Mischief,2021,9,20,22,0,1XX N KOOTENAY ST,Hastings-Sunrise,498126.0771,5459234.5179
Mischief,2021,7,31,18,20,1XX N NANAIMO ST,Hastings-Sunrise,495893.7786,5459248.4285
Mischief,2021,1,29,0,0,1XX N RENFREW ST,Hastings-Sunrise,496800.8425,5459219.3308
Mischief,2021,4,2,11,17,20XX RUPERT ST,Hastings-Sunrise,497556.2672,5457042.0548
Mischief,2021,9,9,2,10,21XX CASSIAR ST,Hastings-Sunrise,497748.8776,5456960.8617
Mischief,2021,4,8,21,59,21XX CASSIAR ST,Hastings-Sunrise,497748.9345,5456974.366
Mischief,2021,5,27,20,0,21XX HERMON DR,Hastings-Sunrise,497821.8073,5456973.3954
Mischief,2021,8,25,3,19,22XX CASSIAR ST,Hastings-Sunrise,497748.1637,5456793.6991
Mischief,2021,7,20,15,30,22XX RUPERT ST,Hastings-Sunrise,497533.9469,5456804.6375
Mischief,2021,6,17,13,6,23XX IRONWORKERS MEMORIAL BRDG,Hastings-Sunrise,498085.666,5459947.095
Mischief,2021,2,5,20,0,23XX RENFREW ST,Hastings-Sunrise,496770.4101,5456723.4928
Mischief,2021,4,5,0,0,24XX ADANAC ST,Hastings-Sunrise,496005.0751,5458307.6252
Mischief,2021,6,1,15,18,24XX CHARLES ST,Hastings-Sunrise,495922.8351,5457832.8199
Mischief,2021,2,21,21,0,24XX CHARLES ST,Hastings-Sunrise,495992.631,5457841.4345
Mischief,2021,2,16,15,0,24XX E 1ST AVE,Hastings-Sunrise,495973.3315,5457402.6018
Mischief,2021,8,31,12,0,24XX E 1ST AVE,Hastings-Sunrise,495973.3315,5457402.6018
Mischief,2021,11,26,9,40,24XX E 2ND AVE,Hastings-Sunrise,495893.665,5457314.7791
Mischief,2021,9,12,12,0,24XX E HASTINGS ST,Hastings-Sunrise,495894.6697,5458709.6848
Mischief,2021,9,17,20,54,24XX E HASTINGS ST,Hastings-Sunrise,495924.6936,5458718.7553
Mischief,2021,9,21,14,11,24XX E HASTINGS ST,Hastings-Sunrise,495924.6936,5458718.7553
Mischief,2021,2,14,1,45,24XX E HASTINGS ST,Hastings-Sunrise,495938.3612,5458709.5778
Mischief,2021,11,21,6,11,24XX E HASTINGS ST,Hastings-Sunrise,495975.9579,5458718.6298
Mischief,2021,3,1,15,30,24XX E HASTINGS ST,Hastings-Sunrise,496020.5231,5458718.5207
Mischief,2021,12,18,20,0,24XX E HASTINGS ST,Hastings-Sunrise,496020.5231,5458718.5207
Mischief,2021,4,9,0,48,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Mischief,2021,4,11,0,37,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Mischief,2021,5,20,2,3,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Mischief,2021,10,9,4,45,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Mischief,2021,9,4,4,0,24XX PANDORA ST,Hastings-Sunrise,495925.377,5458921.9317
Mischief,2021,3,28,19,19,24XX PANDORA ST,Hastings-Sunrise,496023.385,5458912.6386
Mischief,2021,5,3,23,13,24XX PANDORA ST,Hastings-Sunrise,496023.385,5458912.6386
Mischief,2021,8,16,0,0,24XX PENTICTON ST,Hastings-Sunrise,496206.0038,5456635.6167
Mischief,2021,9,26,23,0,24XX PENTICTON ST,Hastings-Sunrise,496206.0038,5456635.6167
Mischief,2021,7,12,19,52,25XX ADANAC ST,Hastings-Sunrise,496084.2329,5458298.4787
Mischief,2021,6,4,20,0,25XX E 4TH AVE,Hastings-Sunrise,496075.6704,5457107.6899
Mischief,2021,12,3,12,42,25XX E 8TH AVE,Hastings-Sunrise,496158.9289,5456685.0637
Mischief,2021,8,13,3,7,25XX E HASTINGS ST,Hastings-Sunrise,496039.6085,5458718.4705
Mischief,2021,2,8,6,45,25XX E HASTINGS ST,Hastings-Sunrise,496039.7371,5458709.3261
Mischief,2021,3,28,18,44,25XX E HASTINGS ST,Hastings-Sunrise,496039.7371,5458709.3261
Mischief,2021,10,23,0,37,25XX E HASTINGS ST,Hastings-Sunrise,496043.2454,5458718.4603
Mischief,2021,11,6,4,0,25XX E HASTINGS ST,Hastings-Sunrise,496054.1322,5458709.2855
Mischief,2021,3,12,15,52,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Mischief,2021,10,24,14,39,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Mischief,2021,7,30,0,0,25XX E HASTINGS ST,Hastings-Sunrise,496097.7804,5458709.1627
Mischief,2021,1,1,0,0,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Mischief,2021,9,20,3,35,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Mischief,2021,10,18,0,1,25XX E PENDER ST,Hastings-Sunrise,496049.8239,5458614.5397
Mischief,2021,4,2,8,8,25XX GRANT ST,Hastings-Sunrise,496023.6284,5457619.7612
Mischief,2021,3,15,0,0,25XX KITCHENER ST,Hastings-Sunrise,496062.7274,5457732.8067
